"","V1","V3","n"
"4987",23,"sky",43
"4988",23,"sled",8
"4989",23,"sleep",56
"4990",23,"sleepy",31
"4991",23,"slide (action)",40
"4992",23,"slide (object)",50
"4993",23,"slipper",34
"4994",23,"slow",10
"4995",23,"smile",25
"4996",23,"snack",41
"4997",23,"sneaker",24
"4998",23,"snow",33
"4999",23,"snowman",14
"5000",23,"snowsuit",6
"5001",23,"so",10
"5002",23,"so big!",34
"5003",23,"soap",55
"5004",23,"sock",74
"5005",23,"soda/pop",51
"5006",23,"sofa",16
"5007",23,"soft",29
"5008",23,"some",31
"5009",23,"soup",49
"5010",23,"spaghetti",46
"5011",23,"spill",28
"5012",23,"splash",32
"5013",23,"spoon",70
"5014",23,"sprinkler",16
"5015",23,"squirrel",28
"5016",23,"stairs",45
"5017",23,"stand",31
"5018",23,"star",38
"5019",23,"stay",34
"5020",23,"stick",38
"5021",23,"sticky",28
"5022",23,"stone",5
"5023",23,"stop",50
"5024",23,"store",53
"5025",23,"story",39
"5026",23,"stove",27
"5027",23,"strawberry",39
"5028",23,"street",37
"5029",23,"stroller",41
"5030",23,"stuck",26
"5031",23,"sun",44
"5032",23,"sweater",31
"5033",23,"sweep",35
"5034",23,"swim",50
"5035",23,"swing (action)",55
"5036",23,"swing (object)",60
"5037",23,"table",48
"5038",23,"take",32
"5039",23,"talk",31
"5040",23,"tape",36
"5041",23,"taste",22
"5042",23,"teacher",16
"5043",23,"tear",14
"5044",23,"teddybear",58
"5045",23,"telephone",64
"5046",23,"thank you",71
"5047",23,"that",41
"5048",23,"the",21
"5049",23,"their",6
"5050",23,"them",7
"5051",23,"then",8
"5052",23,"there",29
"5053",23,"these",12
"5054",23,"they",6
"5055",23,"think",9
"5056",23,"thirsty",35
"5057",23,"this",33
"5058",23,"this little piggy",35
"5059",23,"those",14
"5060",23,"throw",46
"5061",23,"tickle",51
"5062",23,"tiger",44
"5063",23,"tights",7
"5064",23,"time",9
"5065",23,"tiny",15
"5066",23,"tired",37
"5067",23,"tissue/kleenex",39
"5068",23,"to",25
"5069",23,"toast",53
"5070",23,"today",20
"5071",23,"toe",65
"5072",23,"tomorrow",19
"5073",23,"tongue",46
"5074",23,"tonight",13
"5075",23,"too",32
"5076",23,"tooth",61
"5077",23,"toothbrush",63
"5078",23,"touch",25
"5079",23,"towel",54
"5080",23,"toy (object)",61
"5081",23,"tractor",27
"5082",23,"train",59
"5083",23,"trash",32
"5084",23,"tray",10
"5085",23,"tree",66
"5086",23,"tricycle",16
"5087",23,"truck",69
"5088",23,"try/try to",20
"5089",23,"tummy",65
"5090",23,"tuna",20
"5091",23,"turkey",26
"5092",23,"turn around",33
"5093",23,"turtle",48
"5094",23,"TV",58
"5095",23,"uh oh",78
"5096",23,"uncle",37
"5097",23,"under",21
"5098",23,"underpants",20
"5099",23,"up",61
"5100",23,"us",4
"5101",23,"vacuum",34
"5102",23,"vagina*",16
"5103",23,"vanilla",8
"5104",23,"vitamins",31
"5105",23,"vroom",60
"5106",23,"wait",31
"5107",23,"wake",19
"5108",23,"walk",54
"5109",23,"walker",10
"5110",23,"wanna/want to",41
"5111",23,"was",7
"5112",23,"wash",49
"5113",23,"washing machine",19
"5114",23,"watch (action)",34
"5115",23,"watch (object)",47
"5116",23,"water (beverage)",69
"5117",23,"water (not beverage)",72
"5118",23,"we",13
"5119",23,"were",5
"5120",23,"wet",56
"5121",23,"what",47
"5122",23,"when",6
"5123",23,"where",35
"5124",23,"which",6
"5125",23,"white",20
"5126",23,"who",22
"5127",23,"why",33
"5128",23,"will",10
"5129",23,"wind",36
"5130",23,"window",51
"5131",23,"windy",26
"5132",23,"wipe",32
"5133",23,"wish",3
"5134",23,"with",17
"5135",23,"wolf",14
"5136",23,"woods",7
"5137",23,"woof woof",64
"5138",23,"work (action)",50
"5139",23,"work (place)",53
"5140",23,"would",4
"5141",23,"write",36
"5142",23,"yard",27
"5143",23,"yellow",29
"5144",23,"yes",71
"5145",23,"yesterday",8
"5146",23,"yogurt",41
"5147",23,"you",37
"5148",23,"your",13
"5149",23,"yourself",2
"5150",23,"yucky",51
"5151",23,"yum yum",58
"5152",23,"zebra",29
"5153",23,"zipper",37
"5154",23,"zoo",34
"5155",24,"a",41
"5156",24,"a lot",16
"5157",24,"about",3
"5158",24,"above",3
"5159",24,"after",21
"5160",24,"airplane",84
"5161",24,"all",43
"5162",24,"all gone",92
"5163",24,"alligator",39
"5164",24,"am",19
"5165",24,"an",5
"5166",24,"and",35
"5167",24,"animal",57
"5168",24,"ankle",21
"5169",24,"another",26
"5170",24,"ant",59
"5171",24,"any",16
"5172",24,"apple",94
"5173",24,"applesauce",51
"5174",24,"are",11
"5175",24,"arm",77
"5176",24,"around",14
"5177",24,"asleep",58
"5178",24,"at",27
"5179",24,"aunt",52
"5180",24,"awake",37
"5181",24,"away",37
"5182",24,"baa baa",82
"5183",24,"baby",100
"5184",24,"babysitter",22
"5185",24,"babysitter's name",58
"5186",24,"back",45
"5187",24,"backyard",38
"5188",24,"bad",68
"5189",24,"ball",103
"5190",24,"balloon",96
"5191",24,"banana",85
"5192",24,"basement",14
"5193",24,"basket",52
"5194",24,"bat",46
"5195",24,"bath",88
"5196",24,"bathroom",61
"5197",24,"bathtub",70
"5198",24,"be",15
"5199",24,"beach",50
"5200",24,"beads",30
"5201",24,"beans",57
"5202",24,"bear",84
"5203",24,"because",17
"5204",24,"bed",88
"5205",24,"bedroom",49
"5206",24,"bee",79
"5207",24,"before",7
"5208",24,"behind",16
"5209",24,"belly button",72
"5210",24,"belt",55
"5211",24,"bench",13
"5212",24,"beside",4
"5213",24,"better",39
"5214",24,"bib",61
"5215",24,"bicycle",76
"5216",24,"big",67
"5217",24,"bird",98
"5218",24,"bite",75
"5219",24,"black",34
"5220",24,"blanket",85
"5221",24,"block",65
"5222",24,"blow",56
"5223",24,"blue",57
"5224",24,"boat",87
"5225",24,"book",99
"5226",24,"boots",65
"5227",24,"bottle",88
"5228",24,"bowl",69
"5229",24,"box",61
"5230",24,"boy",76
"5231",24,"bread",77
"5232",24,"break",53
"5233",24,"breakfast",55
"5234",24,"bring",40
"5235",24,"broken",71
"5236",24,"broom",64
"5237",24,"brother",33
"5238",24,"brown",32
"5239",24,"brush",74
"5240",24,"bubbles",92
"5241",24,"bucket",39
"5242",24,"bug",79
"5243",24,"build",30
"5244",24,"bump",50
"5245",24,"bunny",83
"5246",24,"bus",78
"5247",24,"but",8
"5248",24,"butter",60
"5249",24,"butterfly",60
"5250",24,"buttocks/bottom*",75
"5251",24,"button",69
"5252",24,"buy",38
"5253",24,"by",17
"5254",24,"bye",102
"5255",24,"cake",79
"5256",24,"call (on phone)",64
"5257",24,"camera",46
"5258",24,"camping",11
"5259",24,"can (auxiliary)",18
"5260",24,"can (object)",40
"5261",24,"candy",72
"5262",24,"car",93
"5263",24,"careful",41
"5264",24,"carrots",55
"5265",24,"carry",48
"5266",24,"cat",91
"5267",24,"catch",57
"5268",24,"cereal",74
"5269",24,"chair",84
"5270",24,"chalk",32
"5271",24,"chase",24
"5272",24,"cheek",61
"5273",24,"cheerios",60
"5274",24,"cheese",92
"5275",24,"chicken (animal)",68
"5276",24,"chicken (food)",69
"5277",24,"child",18
"5278",24,"child's own name",78
"5279",24,"chin",54
"5280",24,"chocolate",45
"5281",24,"choo choo",69
"5282",24,"church*",38
"5283",24,"circus",17
"5284",24,"clap",61
"5285",24,"clean (action)",56
"5286",24,"clean (description)",59
"5287",24,"climb",41
"5288",24,"clock",58
"5289",24,"close",52
"5290",24,"closet",44
"5291",24,"cloud",42
"5292",24,"clown",47
"5293",24,"coat",60
"5294",24,"cockadoodledoo",47
"5295",24,"coffee",53
"5296",24,"coke",44
"5297",24,"cold",78
"5298",24,"comb",55
"5299",24,"cook",54
"5300",24,"cookie",92
"5301",24,"corn",58
"5302",24,"couch",47
"5303",24,"could",3
"5304",24,"country",5
"5305",24,"cover",32
"5306",24,"cow",81
"5307",24,"cowboy",13
"5308",24,"cracker",81
"5309",24,"crayon",71
"5310",24,"crib",53
"5311",24,"cry",75
"5312",24,"cup",88
"5313",24,"cut",40
"5314",24,"cute",38
"5315",24,"daddy*",108
"5316",24,"dance",67
"5317",24,"dark",43
"5318",24,"day",28
"5319",24,"deer",39
"5320",24,"diaper",89
"5321",24,"did/did ya",22
"5322",24,"dinner",58
"5323",24,"dirty",83
"5324",24,"dish",43
"5325",24,"do",53
"5326",24,"doctor",59
"5327",24,"does",8
"5328",24,"dog",101
"5329",24,"doll",78
"5330",24,"don't",52
"5331",24,"donkey",26
"5332",24,"donut",40
"5333",24,"door",86
"5334",24,"down",84
"5335",24,"downtown",10
"5336",24,"draw",42
"5337",24,"drawer",35
"5338",24,"dress (object)",62
"5339",24,"drink (action)",81
"5340",24,"drink (beverage)",79
"5341",24,"drive",56
"5342",24,"drop",41
"5343",24,"dry (action)",40
"5344",24,"dry (description)",40
"5345",24,"dryer",26
"5346",24,"duck",94
"5347",24,"dump",23
"5348",24,"each",3
"5349",24,"ear",90
"5350",24,"eat",90
"5351",24,"egg",72
"5352",24,"elephant",62
"5353",24,"empty",38
"5354",24,"every",8
"5355",24,"eye",103
"5356",24,"face",67
"5357",24,"fall",63
"5358",24,"farm",23
"5359",24,"fast",34
"5360",24,"feed",35
"5361",24,"find",40
"5362",24,"fine",22
"5363",24,"finger",79
"5364",24,"finish",30
"5365",24,"fireman",27
"5366",24,"firetruck",51
"5367",24,"first",26
"5368",24,"fish (animal)",89
"5369",24,"fish (food)",71
"5370",24,"fit",25
"5371",24,"fix",55
"5372",24,"flag",31
"5373",24,"flower",83
"5374",24,"food",61
"5375",24,"foot",88
"5376",24,"for",21
"5377",24,"fork",68
"5378",24,"french fries",70
"5379",24,"friend",35
"5380",24,"frog",64
"5381",24,"full",37
"5382",24,"game",35
"5383",24,"garage",34
"5384",24,"garbage",43
"5385",24,"garden",22
"5386",24,"gas station",24
"5387",24,"gentle",23
"5388",24,"get",53
"5389",24,"giraffe",46
"5390",24,"girl",60
"5391",24,"give",43
"5392",24,"give me five!",43
"5393",24,"glass",57
"5394",24,"glasses",61
"5395",24,"gloves",31
"5396",24,"glue",16
"5397",24,"go",88
"5398",24,"go potty",74
"5399",24,"gonna get you!",53
"5400",24,"gonna/going to",21
"5401",24,"good",68
"5402",24,"goose",35
"5403",24,"gotta/got to",11
"5404",24,"grandma*",95
"5405",24,"grandpa*",88
"5406",24,"grapes",71
"5407",24,"grass",60
"5408",24,"green",47
"5409",24,"green beans",32
"5410",24,"grrr",81
"5411",24,"gum",54
"5412",24,"hafta/have to",17
"5413",24,"hair",90
"5414",24,"hamburger",65
"5415",24,"hammer",41
"5416",24,"hand",80
"5417",24,"happy",64
"5418",24,"hard",30
"5419",24,"hat",86
"5420",24,"hate",7
"5421",24,"have",39
"5422",24,"he",25
"5423",24,"head",74
"5424",24,"hear",29
"5425",24,"heavy",50
"5426",24,"helicopter",47
"5427",24,"hello",69
"5428",24,"help",59
"5429",24,"hen",22
"5430",24,"her",18
"5431",24,"here",50
"5432",24,"hers",8
"5433",24,"hi",105
"5434",24,"hide",37
"5435",24,"high",31
"5436",24,"high chair",55
"5437",24,"him",15
"5438",24,"his",11
"5439",24,"hit",59
"5440",24,"hold",46
"5441",24,"home",82
"5442",24,"horse",87
"5443",24,"hose",41
"5444",24,"hot",97
"5445",24,"house",74
"5446",24,"how",14
"5447",24,"hug",75
"5448",24,"hungry",53
"5449",24,"hurry",31
"5450",24,"hurt",59
"5451",24,"I",54
"5452",24,"ice",72
"5453",24,"ice cream",84
"5454",24,"if",5
"5455",24,"inside/in",59
"5456",24,"into",7
"5457",24,"is",21
"5458",24,"it",44
"5459",24,"jacket",66
"5460",24,"jar",19
"5461",24,"jeans",27
"5462",24,"jello",33
"5463",24,"jelly",47
"5464",24,"juice",93
"5465",24,"jump",66
"5466",24,"keys",92
"5467",24,"kick",52
"5468",24,"kiss",87
"5469",24,"kitchen",59
"5470",24,"kitty",92
"5471",24,"knee",75
"5472",24,"knife",48
"5473",24,"knock",45
"5474",24,"ladder",31
"5475",24,"lady",49
"5476",24,"lamb",38
"5477",24,"lamp",27
"5478",24,"last",5
"5479",24,"later",33
"5480",24,"lawn mower",41
"5481",24,"leg",71
"5482",24,"lemme/let me",42
"5483",24,"lick",28
"5484",24,"light",83
"5485",24,"like",39
"5486",24,"lion",59
"5487",24,"lips",45
"5488",24,"listen",25
"5489",24,"little (description)",50
"5490",24,"living room",29
"5491",24,"lollipop",36
"5492",24,"long",10
"5493",24,"look",62
"5494",24,"loud",29
"5495",24,"love",68
"5496",24,"lunch",59
"5497",24,"mad",23
"5498",24,"mailman",33
"5499",24,"make",35
"5500",24,"man",62
"5501",24,"me",84
"5502",24,"meat",58
"5503",24,"medicine",62
"5504",24,"melon",40
"5505",24,"meow",101
"5506",24,"milk",92
"5507",24,"mine",97
"5508",24,"mittens",31
"5509",24,"mommy*",110
"5510",24,"money",74
"5511",24,"monkey",72
"5512",24,"moo",94
"5513",24,"moon",80
"5514",24,"moose",18
"5515",24,"mop",27
"5516",24,"more",83
"5517",24,"morning",36
"5518",24,"motorcycle",44
"5519",24,"mouse",65
"5520",24,"mouth",88
"5521",24,"movie",25
"5522",24,"much",18
"5523",24,"muffin",42
"5524",24,"my",54
"5525",24,"myself",15
"5526",24,"nail",37
"5527",24,"nap",68
"5528",24,"napkin",64
"5529",24,"naughty",15
"5530",24,"necklace",51
"5531",24,"need/need to",21
"5532",24,"new",29
"5533",24,"next to",9
"5534",24,"nice",48
"5535",24,"night",56
"5536",24,"night night",88
"5537",24,"no",106
"5538",24,"noisy",23
"5539",24,"none",18
"5540",24,"noodles",57
"5541",24,"nose",95
"5542",24,"not",28
"5543",24,"now",43
"5544",24,"nurse",12
"5545",24,"nuts",41
"5546",24,"of",10
"5547",24,"off",71
"5548",24,"old",17
"5549",24,"on",77
"5550",24,"on top of",13
"5551",24,"open",76
"5552",24,"orange (description)",53
"5553",24,"orange (food)",63
"5554",24,"other",32
"5555",24,"ouch",97
"5556",24,"our",9
"5557",24,"out",80
"5558",24,"outside",77
"5559",24,"oven",36
"5560",24,"over",27
"5561",24,"owie/boo boo",89
"5562",24,"owl",53
"5563",24,"paint",36
"5564",24,"pajamas",66
"5565",24,"pancake",56
"5566",24,"pants",75
"5567",24,"paper",73
"5568",24,"park",67
"5569",24,"party",50
"5570",24,"pattycake",55
"5571",24,"peanut butter",57
"5572",24,"peas",51
"5573",24,"peekaboo",82
"5574",24,"pen",65
"5575",24,"pencil",55
"5576",24,"penguin",33
"5577",24,"penis*",41
"5578",24,"penny",54
"5579",24,"people",38
"5580",24,"person",10
"5581",24,"pet's name",66
"5582",24,"pick",26
"5583",24,"pickle",44
"5584",24,"picnic",26
"5585",24,"picture",62
"5586",24,"pig",81
"5587",24,"pillow",67
"5588",24,"pizza",75
"5589",24,"plant",38
"5590",24,"plate",60
"5591",24,"play",72
"5592",24,"play dough",27
"5593",24,"play pen",17
"5594",24,"playground",21
"5595",24,"please",99
"5596",24,"police",28
"5597",24,"pony",40
"5598",24,"pool",74
"5599",24,"poor",12
"5600",24,"popcorn",62
"5601",24,"popsicle",48
"5602",24,"porch",22
"5603",24,"potato",53
"5604",24,"potato chip",63
"5605",24,"potty",85
"5606",24,"pour",23
"5607",24,"present",55
"5608",24,"pretend",9
"5609",24,"pretty",66
"5610",24,"pretzel",29
"5611",24,"pudding",24
"5612",24,"pull",41
"5613",24,"pumpkin",39
"5614",24,"puppy",85
"5615",24,"purse",60
"5616",24,"push",56
"5617",24,"put",33
"5618",24,"puzzle",54
"5619",24,"quack quack",92
"5620",24,"quiet",38
"5621",24,"radio",43
"5622",24,"rain",68
"5623",24,"raisin",62
"5624",24,"read",69
"5625",24,"red",55
"5626",24,"refrigerator",46
"5627",24,"ride",60
"5628",24,"rip",16
"5629",24,"rock",70
"5630",24,"rocking chair",42
"5631",24,"roof",19
"5632",24,"room",55
"5633",24,"rooster",32
"5634",24,"run",61
"5635",24,"sad",30
"5636",24,"salt",32
"5637",24,"same",16
"5638",24,"sandbox",36
"5639",24,"sandwich",59
"5640",24,"sauce",33
"5641",24,"say",33
"5642",24,"scared",38
"5643",24,"scarf",16
"5644",24,"school",58
"5645",24,"scissors",44
"5646",24,"see",71
"5647",24,"shake",29
"5648",24,"share",27
"5649",24,"she",17
"5650",24,"sheep",50
"5651",24,"shh/shush/hush",86
"5652",24,"shirt",75
"5653",24,"shoe",102
"5654",24,"shopping",52
"5655",24,"shorts",55
"5656",24,"shoulder",40
"5657",24,"shovel",44
"5658",24,"show",27
"5659",24,"shower",63
"5660",24,"sick",42
"5661",24,"sidewalk",26
"5662",24,"sing",56
"5663",24,"sink",50
"5664",24,"sister",44
"5665",24,"sit",72
"5666",24,"skate",12
"5667",24,"sky",60
"5668",24,"sled",14
"5669",24,"sleep",68
"5670",24,"sleepy",48
"5671",24,"slide (action)",54
"5672",24,"slide (object)",64
"5673",24,"slipper",50
"5674",24,"slow",11
"5675",24,"smile",34
"5676",24,"snack",41
"5677",24,"sneaker",30
"5678",24,"snow",44
"5679",24,"snowman",27
"5680",24,"snowsuit",11
"5681",24,"so",15
"5682",24,"so big!",45
"5683",24,"soap",81
"5684",24,"sock",91
"5685",24,"soda/pop",61
"5686",24,"sofa",27
"5687",24,"soft",37
"5688",24,"some",46
"5689",24,"soup",61
"5690",24,"spaghetti",62
"5691",24,"spill",37
"5692",24,"splash",46
"5693",24,"spoon",88
"5694",24,"sprinkler",25
"5695",24,"squirrel",41
"5696",24,"stairs",59
"5697",24,"stand",33
"5698",24,"star",61
"5699",24,"stay",40
"5700",24,"stick",53
"5701",24,"sticky",37
"5702",24,"stone",19
"5703",24,"stop",71
"5704",24,"store",66
"5705",24,"story",50
"5706",24,"stove",35
"5707",24,"strawberry",46
"5708",24,"street",51
"5709",24,"stroller",64
"5710",24,"stuck",32
"5711",24,"sun",66
"5712",24,"sweater",48
"5713",24,"sweep",44
"5714",24,"swim",57
"5715",24,"swing (action)",66
"5716",24,"swing (object)",71
"5717",24,"table",63
"5718",24,"take",37
"5719",24,"talk",45
"5720",24,"tape",45
"5721",24,"taste",26
"5722",24,"teacher",24
"5723",24,"tear",19
"5724",24,"teddybear",60
"5725",24,"telephone",79
"5726",24,"thank you",95
"5727",24,"that",54
"5728",24,"the",31
"5729",24,"their",3
"5730",24,"them",10
"5731",24,"then",5
"5732",24,"there",40
"5733",24,"these",21
"5734",24,"they",7
"5735",24,"think",11
"5736",24,"thirsty",44
"5737",24,"this",51
"5738",24,"this little piggy",48
"5739",24,"those",15
"5740",24,"throw",49
"5741",24,"tickle",65
"5742",24,"tiger",55
"5743",24,"tights",23
"5744",24,"time",10
"5745",24,"tiny",11
"5746",24,"tired",42
"5747",24,"tissue/kleenex",57
"5748",24,"to",31
"5749",24,"toast",62
"5750",24,"today",28
"5751",24,"toe",81
"5752",24,"tomorrow",21
"5753",24,"tongue",57
"5754",24,"tonight",19
"5755",24,"too",49
"5756",24,"tooth",78
"5757",24,"toothbrush",80
"5758",24,"touch",37
"5759",24,"towel",72
"5760",24,"toy (object)",84
"5761",24,"tractor",36
"5762",24,"train",75
"5763",24,"trash",51
"5764",24,"tray",16
"5765",24,"tree",83
"5766",24,"tricycle",21
"5767",24,"truck",87
"5768",24,"try/try to",24
"5769",24,"tummy",82
"5770",24,"tuna",26
"5771",24,"turkey",45
"5772",24,"turn around",43
"5773",24,"turtle",60
"5774",24,"TV",86
"5775",24,"uh oh",103
"5776",24,"uncle",42
"5777",24,"under",31
"5778",24,"underpants",33
"5779",24,"up",78
"5780",24,"us",6
"5781",24,"vacuum",52
"5782",24,"vagina*",31
"5783",24,"vanilla",13
"5784",24,"vitamins",44
"5785",24,"vroom",75
"5786",24,"wait",35
"5787",24,"wake",35
"5788",24,"walk",67
"5789",24,"walker",12
"5790",24,"wanna/want to",50
"5791",24,"was",8
"5792",24,"wash",69
"5793",24,"washing machine",25
"5794",24,"watch (action)",46
"5795",24,"watch (object)",62
"5796",24,"water (beverage)",90
"5797",24,"water (not beverage)",90
"5798",24,"we",17
"5799",24,"were",4
"5800",24,"wet",75
"5801",24,"what",55
"5802",24,"when",7
"5803",24,"where",44
"5804",24,"which",4
"5805",24,"white",26
"5806",24,"who",24
"5807",24,"why",34
"5808",24,"will",10
"5809",24,"wind",35
"5810",24,"window",59
"5811",24,"windy",30
"5812",24,"wipe",47
"5813",24,"wish",6
"5814",24,"with",26
"5815",24,"wolf",24
"5816",24,"woods",9
"5817",24,"woof woof",96
"5818",24,"work (action)",55
"5819",24,"work (place)",64
"5820",24,"would",3
"5821",24,"write",46
"5822",24,"yard",36
"5823",24,"yellow",46
"5824",24,"yes",102
"5825",24,"yesterday",9
"5826",24,"yogurt",48
"5827",24,"you",59
"5828",24,"your",17
"5829",24,"yourself",3
"5830",24,"yucky",73
"5831",24,"yum yum",75
"5832",24,"zebra",39
"5833",24,"zipper",52
"5834",24,"zoo",46
"5835",25,"a",32
"5836",25,"a lot",24
"5837",25,"about",10
"5838",25,"above",12
"5839",25,"after",24
"5840",25,"airplane",84
"5841",25,"all",38
"5842",25,"all gone",74
"5843",25,"alligator",44
"5844",25,"am",23
"5845",25,"an",11
"5846",25,"and",36
"5847",25,"animal",47
"5848",25,"ankle",25
"5849",25,"another",30
"5850",25,"ant",53
"5851",25,"any",21
"5852",25,"apple",88
"5853",25,"applesauce",40
"5854",25,"are",23
"5855",25,"arm",68
"5856",25,"around",26
"5857",25,"asleep",55
"5858",25,"at",29
"5859",25,"aunt",51
"5860",25,"awake",48
"5861",25,"away",37
"5862",25,"baa baa",70
"5863",25,"baby",92
"5864",25,"babysitter",14
"5865",25,"babysitter's name",47
"5866",25,"back",45
"5867",25,"backyard",35
"5868",25,"bad",66
"5869",25,"ball",99
"5870",25,"balloon",91
"5871",25,"banana",91
"5872",25,"basement",19
"5873",25,"basket",47
"5874",25,"bat",45
"5875",25,"bath",85
"5876",25,"bathroom",66
"5877",25,"bathtub",68
"5878",25,"be",22
"5879",25,"beach",57
"5880",25,"beads",28
"5881",25,"beans",51
"5882",25,"bear",75
"5883",25,"because",17
"5884",25,"bed",86
"5885",25,"bedroom",50
"5886",25,"bee",70
"5887",25,"before",12
"5888",25,"behind",21
"5889",25,"belly button",72
"5890",25,"belt",49
"5891",25,"bench",11
"5892",25,"beside",6
"5893",25,"better",37
"5894",25,"bib",64
"5895",25,"bicycle",76
"5896",25,"big",76
"5897",25,"bird",94
"5898",25,"bite",76
"5899",25,"black",36
"5900",25,"blanket",80
"5901",25,"block",63
"5902",25,"blow",57
"5903",25,"blue",59
"5904",25,"boat",79
"5905",25,"book",92
"5906",25,"boots",62
"5907",25,"bottle",84
"5908",25,"bowl",71
"5909",25,"box",71
"5910",25,"boy",61
"5911",25,"bread",76
"5912",25,"break",56
"5913",25,"breakfast",61
"5914",25,"bring",43
"5915",25,"broken",65
"5916",25,"broom",64
"5917",25,"brother",42
"5918",25,"brown",32
"5919",25,"brush",72
"5920",25,"bubbles",88
"5921",25,"bucket",43
"5922",25,"bug",78
"5923",25,"build",37
"5924",25,"bump",45
"5925",25,"bunny",76
"5926",25,"bus",75
"5927",25,"but",14
"5928",25,"butter",58
"5929",25,"butterfly",57
"5930",25,"buttocks/bottom*",68
"5931",25,"button",64
"5932",25,"buy",41
"5933",25,"by",29
"5934",25,"bye",93
"5935",25,"cake",74
"5936",25,"call (on phone)",61
"5937",25,"camera",48
"5938",25,"camping",19
"5939",25,"can (auxiliary)",35
"5940",25,"can (object)",44
"5941",25,"candy",79
"5942",25,"car",96
"5943",25,"careful",42
"5944",25,"carrots",52
"5945",25,"carry",50
"5946",25,"cat",84
"5947",25,"catch",49
"5948",25,"cereal",77
"5949",25,"chair",80
"5950",25,"chalk",27
"5951",25,"chase",24
"5952",25,"cheek",60
"5953",25,"cheerios",57
"5954",25,"cheese",87
"5955",25,"chicken (animal)",58
"5956",25,"chicken (food)",70
"5957",25,"child",12
"5958",25,"child's own name",77
"5959",25,"chin",52
"5960",25,"chocolate",43
"5961",25,"choo choo",73
"5962",25,"church*",41
"5963",25,"circus",17
"5964",25,"clap",56
"5965",25,"clean (action)",53
"5966",25,"clean (description)",59
"5967",25,"climb",44
"5968",25,"clock",64
"5969",25,"close",50
"5970",25,"closet",41
"5971",25,"cloud",34
"5972",25,"clown",48
"5973",25,"coat",57
"5974",25,"cockadoodledoo",36
"5975",25,"coffee",56
"5976",25,"coke",36
"5977",25,"cold",79
"5978",25,"comb",60
"5979",25,"cook",55
"5980",25,"cookie",92
"5981",25,"corn",57
"5982",25,"couch",55
"5983",25,"could",14
"5984",25,"country",7
"5985",25,"cover",33
"5986",25,"cow",74
"5987",25,"cowboy",15
"5988",25,"cracker",76
"5989",25,"crayon",68
"5990",25,"crib",54
"5991",25,"cry",77
"5992",25,"cup",91
"5993",25,"cut",45
"5994",25,"cute",43
"5995",25,"daddy*",96
"5996",25,"dance",58
"5997",25,"dark",43
"5998",25,"day",29
"5999",25,"deer",39
"6000",25,"diaper",89
"6001",25,"did/did ya",33
"6002",25,"dinner",57
"6003",25,"dirty",73
"6004",25,"dish",45
"6005",25,"do",49
"6006",25,"doctor",52
"6007",25,"does",18
"6008",25,"dog",97
"6009",25,"doll",71
"6010",25,"don't",46
"6011",25,"donkey",20
"6012",25,"donut",47
"6013",25,"door",81
"6014",25,"down",76
"6015",25,"downtown",16
"6016",25,"draw",43
"6017",25,"drawer",33
"6018",25,"dress (object)",55
"6019",25,"drink (action)",73
"6020",25,"drink (beverage)",76
"6021",25,"drive",55
"6022",25,"drop",40
"6023",25,"dry (action)",47
"6024",25,"dry (description)",47
"6025",25,"dryer",29
"6026",25,"duck",87
"6027",25,"dump",23
"6028",25,"each",9
"6029",25,"ear",89
"6030",25,"eat",88
"6031",25,"egg",74
"6032",25,"elephant",54
"6033",25,"empty",38
"6034",25,"every",11
"6035",25,"eye",95
"6036",25,"face",56
"6037",25,"fall",74
"6038",25,"farm",23
"6039",25,"fast",43
"6040",25,"feed",37
"6041",25,"find",50
"6042",25,"fine",23
"6043",25,"finger",71
"6044",25,"finish",33
"6045",25,"fireman",28
"6046",25,"firetruck",55
"6047",25,"first",31
"6048",25,"fish (animal)",87
"6049",25,"fish (food)",73
"6050",25,"fit",31
"6051",25,"fix",54
"6052",25,"flag",41
"6053",25,"flower",79
"6054",25,"food",58
"6055",25,"foot",86
"6056",25,"for",28
"6057",25,"fork",72
"6058",25,"french fries",69
"6059",25,"friend",34
"6060",25,"frog",63
"6061",25,"full",32
"6062",25,"game",39
"6063",25,"garage",38
"6064",25,"garbage",41
"6065",25,"garden",25
"6066",25,"gas station",27
"6067",25,"gentle",26
"6068",25,"get",56
"6069",25,"giraffe",39
"6070",25,"girl",59
"6071",25,"give",44
"6072",25,"give me five!",45
"6073",25,"glass",53
"6074",25,"glasses",63
"6075",25,"gloves",33
"6076",25,"glue",17
"6077",25,"go",83
"6078",25,"go potty",69
"6079",25,"gonna get you!",52
"6080",25,"gonna/going to",27
"6081",25,"good",66
"6082",25,"goose",37
"6083",25,"gotta/got to",15
"6084",25,"grandma*",90
"6085",25,"grandpa*",85
"6086",25,"grapes",67
"6087",25,"grass",63
"6088",25,"green",47
"6089",25,"green beans",27
"6090",25,"grrr",68
"6091",25,"gum",51
"6092",25,"hafta/have to",16
"6093",25,"hair",82
"6094",25,"hamburger",64
"6095",25,"hammer",42
"6096",25,"hand",79
"6097",25,"happy",54
"6098",25,"hard",33
"6099",25,"hat",86
"6100",25,"hate",17
"6101",25,"have",42
"6102",25,"he",28
"6103",25,"head",70
"6104",25,"hear",33
"6105",25,"heavy",54
"6106",25,"helicopter",56
"6107",25,"hello",71
"6108",25,"help",68
"6109",25,"hen",22
